gene_id,gene_short_name,HIO_0,HIO_1,HIO_2,HuSI_Duo_A_0,HuSI_Duo_A_1,HuSI_Dist_A_0,HuSI_Dist_A_1,HuSI_Dist_A_2,HuSI_Dist_A_3,HuSI_F_0,HuSI_F_1,HuSI_F_2,HuSI_F_3,HuSI_F_4,HuSI_F_5
ALDOA,ALDOA,1215.01,1128.23,1408.75,503.836,510.358,419.307,310.811,462.4,185.297,210.121,209.994,196.639,283.022,278.474,173.148
RPL36AL,RPL36AL,564.542,617.786,666.244,428.37,509.459,464.718,441.757,492.612,476.703,257.15,179.515,233.365,254.755,317.491,231.173
PABPC1,PABPC1,408.923,370.206,338.707,418.003,506.726,548.277,387.859,370.361,388.237,418.196,328.475,421.771,329.991,478.513,365.237
BTF3,BTF3,469.984,518.5,402.891,327.347,505.743,422.826,389.441,447.617,409.219,337.838,383.995,421.867,432.576,444.898,406.225
PSME2,PSME2,111.59,133.003,101.208,392.266,495.051,302.329,370.126,371.215,418.424,76.9376,59.1758,101.753,67.0789,142.201,104.293
SLC5A1,SLC5A1,1.45,1.48483,3.86402,581.266,487.12,456.752,232.438,189.688,355.842,15.3014,3.24203,75.6865,0.74805,118.743,11.8708
HLA-C,HLA-C,508.42,507.539,838.038,793.837,480.714,743.604,677.947,779.538,821.415,174.56,130.611,166.106,47.4505,165.891,95.2101
COX7B,COX7B,390.599,381.184,406.654,429.606,477.504,346.546,380.355,372.997,408.984,126.442,139.435,173.032,159.017,198.376,145.561
CDHR5,CDHR5,48.7609,48.1153,157.38,599.392,477.052,693.621,326.234,664.748,429.067,630.886,288.091,244.134,353.271,433.656,319.587
ADA,ADA,5.44486,4.71493,4.69545,700.757,474.897,64.9488,6.43943,5.18144,7.01295,2.26156,1.7412,3.33455,2.15331,9.7311,3.31912
SEPP1,SEPP1,206.452,214.634,349.098,677.15,471.709,1121.22,1860.74,3934.32,1448.56,0,0,0,0,0,0
ANXA2,ANXA2,498.92,509.094,592.802,461.668,469.026,429.733,424.972,458.181,520.344,244.354,162.406,158.315,173.952,192.786,149.265
TPI1,TPI1,606.954,664.648,611.712,436.08,461.589,442.869,344.795,473.908,444.546,254.943,200.656,227.389,227.793,301.765,214.837
TMBIM6,TMBIM6,534.513,523.205,459.783,459.326,454.566,511.807,442.482,595.736,487.39,338.884,264.259,302.163,253.147,384.487,290.742
COX8A,COX8A,484.734,434.912,412.306,406.518,453.07,381.408,302.074,370.306,290.35,210.155,189.622,159.013,221.926,209.504,163.699
OAZ1,OAZ1,503.477,439.379,418.688,481.142,448.18,508.882,460.243,534.385,386.635,335.563,227.947,196.158,238.782,269.903,238.211
HNRNPA1,HNRNPA1,491.752,488.103,362.115,382.136,447.992,445.319,403.894,375.69,383.408,686.769,368.351,381.676,367.328,374.925,373.501
ANXA13,ANXA13,23.2971,24.7713,56.4266,146.804,447.371,307.376,150.481,55.0724,345.409,141.654,36.5243,368.535,51.3965,336.827,387.198
ACADVL,ACADVL,385.354,407.813,319.167,538.748,446.715,495.244,399.474,329.616,415.393,106.967,93.8452,100.353,107.869,101.422,96.3529
GNAS,GNAS,808.161,807.401,677.256,411.864,446.427,449.169,451.99,418.64,436.349,350.761,494.251,436.856,562.902,467.395,376.134
RPL28,RPL28,679.245,669.861,495.778,422.799,439.974,545.168,376.539,361.089,349.362,505.447,406.321,476.476,465.768,707.793,468.521
TPM1,TPM1,186.987,209.796,265.992,147.504,438.331,134.327,418.76,400.636,412.964,90.4163,406.754,204.613,336.439,248.663,193.651
PCK2,PCK2,23.3339,22.7609,38.61,469.019,437.233,467.969,243.621,282.374,192.545,110.812,65.7269,79.7362,73.2094,111.655,76.1025
NPM1,NPM1,552.366,613.943,535.859,246.666,436.624,323.577,329.662,293.765,332.607,505.8,420.324,553.74,406.533,613.966,539.026
PFN1,PFN1,703.74,612.586,417.999,540.419,436.202,465.136,429.044,438.176,471.954,260.695,236.335,199.704,301.139,283.655,205.069
ATP5O,ATP5O,279.799,271.79,233.535,337.932,429.922,375.976,265.19,269.389,308.467,123.023,143.828,201.317,156.525,234.7,153.71
CD63,CD63,1931.56,1942.8,1512.84,543.388,426.86,423.467,479.234,395.54,481.075,577.734,451.7,452.868,535.22,620.612,491.849
CYB5A,CYB5A,143.069,161.519,107.081,366.427,426.34,408.207,462.756,306.604,290.216,33.6546,36.6454,39.1,37.2478,45.0655,41.0589
SPINK1,SPINK1,6706.42,7009.57,1106.88,527.297,419.124,494.501,544.262,385.526,469.602,169.221,186.524,167.856,90.6091,298.225,168.555
CA2,CA2,210.972,223.097,64.0451,156.173,417.619,112.144,3.04492,2.58763,1.04375,1.27062,6.74896,13.6832,12.479,13.7829,1.82359
KRT18,KRT18,689.016,745.452,759.975,329.035,412.442,333.443,437.452,426.374,473.4,591.232,350.831,421.223,336.147,529.644,536.328
ACSL5,ACSL5,36.7594,38.414,67.8569,349.2,412.202,518.623,439.578,314.149,560.049,110.135,76.783,188.476,64.1763,195.043,123.872
HSD17B2,HSD17B2,84.5694,83.2654,145.33,432.161,408.799,365.802,90.9632,173.301,100.215,32.6845,40.8689,32.9621,42.3046,47.6647,32.4851
CST3,CST3,1122.76,1049.68,1104.2,524.016,407.401,477.77,574.783,751.688,486.267,615.469,366.234,356.906,480.255,441.834,412.623
AKR1C3,AKR1C3,15.6232,20.5208,17.25,359.309,406.461,219.015,206.111,332.387,207.947,4.58217,1.05757,1.92459,1.94546,1.15525,2.72282
PRR13,PRR13,155.463,167.772,243.973,409.151,405.914,399.847,340.459,474.13,377.472,221.992,110.583,161.299,137.989,243.245,167.953
PSAP,PSAP,483.807,522.605,492.667,414.292,404.317,372.829,435.027,378.916,381.892,284.864,254.119,274.631,251.572,288.713,263.681
COX5B,COX5B,304.89,318.885,370.756,418.957,403.528,348.347,263.497,316.676,308.834,183.322,185.137,167.639,200.393,207.71,169.409
COX6B1,COX6B1,356.907,356.36,357.504,416.103,401.44,299.137,270.079,339.097,295.141,128.905,131.051,143.405,152.374,197.741,133.965
RPL15,RPL15,720.771,670.169,603.975,332.392,394.76,399.758,341.281,341.127,355.038,520.238,515.933,527.469,524.793,590.239,533.131
PCK1,PCK1,2.49936,2.40669,21.5193,102.068,390.259,343.362,276.686,486.036,103.236,3.61006,5.85945,6.30528,5.94521,10.5643,2.19276
REG4,REG4,578.794,612.82,135.111,119.829,387.471,290.142,739.742,1132.15,343.528,598.772,294.582,193.461,98.4683,244.747,319.834
YBX1,YBX1,453.834,450.761,389.16,345.595,385.686,378.998,365.156,382.364,361.189,314.178,284.176,263.243,297.495,310.688,265.163
RPL36A,RPL36A,620.008,599.863,529.435,302.788,379.66,473.245,264.786,318.895,308.161,521.548,411.377,500.892,377.443,619.628,450.452
NME2,NME2,596.756,664.403,494.473,288.298,379.618,296.521,269.373,272.896,302.656,193.6,246.738,234.701,281.927,256.516,233.776
CTSD,CTSD,1074.55,972.5,693.621,545.215,372.794,533.369,354.019,485.703,297.831,337.722,143.635,189.215,174.464,247.995,204.558
SLC40A1,SLC40A1,42.3717,41.2742,81.2778,229.487,369.268,131.914,171.065,111.189,129.576,258.593,156.111,189.12,135.895,226.696,192.231
ENO1,ENO1,883.172,857.5,606.124,354.002,369.214,331.928,295.528,336.707,348.807,278.463,185.014,280.823,217.133,337.853,250.551
GSTK1,GSTK1,108.514,112.557,130.351,325.477,367.792,359.421,235.185,304.869,261.75,140.108,95.6814,138.798,95.3012,183.152,124.05
RPL32,RPL32,598.011,611.385,476.864,279.398,367.034,402.551,300.794,311.823,300.973,369.153,402.757,448.064,390.594,538.423,417.888
NDUFA1,NDUFA1,235.847,255.215,224.3,433.284,362.589,331.708,308.521,322.18,351.429,90.6268,125.639,92.0931,133.059,116.515,92.6154
TPM2,TPM2,162.74,182.613,518.123,93.9275,362.059,59.923,278.218,286.073,251.192,32.1258,373.989,133.703,321.982,199.258,115.381
UBC,UBC,132.499,145.123,183.626,265.059,361.827,323.173,470.229,463.974,655.253,197.381,87.2447,83.5578,107.759,90.8329,89.7214
ATP5H,ATP5H,217.51,245.65,246.529,299.496,361.699,266.403,248.455,328.444,310.618,119.458,153.069,148.7,140.828,164.64,142.767
FBP1,FBP1,44.301,39.4235,22.6667,291.913,357.498,452.564,189.144,188.522,194.109,113.324,32.0648,87.0488,38.8225,162.977,76.1538
UQCRC2,UQCRC2,114.019,129.123,140.396,232.404,356.282,250.608,208.678,248.556,270.825,101.162,108.065,134.428,115.289,131.11,114.28
MYO1A,MYO1A,12.2071,13.6822,20.7082,311.869,353.714,380.978,191.197,348.236,298.215,121.667,62.5829,110.44,79.7759,129.17,96.2714
SLC25A3,SLC25A3,309.528,300.786,325.326,314.598,352.816,287.66,226.516,253.182,307.739,172.24,167.662,194.292,176.907,208.131,174.755
MT1E,MT1E,13.8699,12.9667,13.5482,36.4474,351.131,708.591,675.103,806.005,309.341,143.88,251.755,85.9274,477.506,50.1729,198.618
FCGRT,FCGRT,369.747,346.382,321.63,338.381,349.14,406.131,271.421,322.727,240.262,322.428,218.839,221.873,229.357,219.69,230.408
TXN,TXN,280.351,265.2,227.991,280.504,348.403,431.356,226.024,224.828,354.586,153.187,182.822,131.769,177.432,155.627,148.563
AKR7A3,AKR7A3,2.75345,2.34824,2.36593,304.574,345.433,309.427,133.58,147.391,183.147,2.70029,1.26313,1.30678,0.760447,1.53615,1.45028
PPIB,PPIB,878.537,850.147,454.058,361,344.567,317.573,301.887,287.342,328.722,293.815,222.461,258.899,244.51,321.53,284.037
ITLN2,ITLN2,0.146501,0.0919354,0.0360219,161.99,342.671,427.919,342.183,451.693,451.147,0.629066,0.203592,0.477424,0.208368,0.461279,0.585625
EIF1,EIF1,296.177,301.957,484.494,252.825,334.942,251.881,272.184,311.658,318.2,248.216,232.021,249.933,237.521,351.816,236.858
CYSTM1,CYSTM1,772.179,783.18,262.743,322.215,334.703,219.85,155.562,126.02,160.611,59.7503,33.726,56.1775,39.7631,78.8221,54.4119
S100A14,S100A14,187.405,210.728,303.514,228.467,334.042,244.804,138.992,265.049,215.057,246.528,132.365,216.11,135.608,246,178.625
ARPC3,ARPC3,367.181,390.259,375.034,276.232,332.413,243.209,306.434,344.171,333.189,170.105,173.817,198.236,181.124,209.895,185.59
MYH11,MYH11,4.27827,4.76504,1.5074,55.2042,330.423,47.6205,278.81,228.58,254.363,9.94242,366.94,134.148,294.833,245.743,101.524
HLA-DRB1,HLA-DRB1,88.6294,95.6205,378.474,274.798,329.889,345.968,450.683,718.754,616.92,107.549,43.2106,80.5928,57.2547,138.166,98.5744
FABP2,FABP2,4.73216,5.35782,28.7069,249.816,328.559,384.775,850.294,431.273,627.749,61.0564,23.6892,117.808,10.89,94.6267,72.876
LDHA,LDHA,826.6,867.445,586.248,406.88,328.193,397.414,263.726,563.402,454.62,122.629,144.803,161.214,188.994,257.709,133.28
CRIP1,CRIP1,36.7758,36.7383,23.7699,169.233,326.934,811.46,258.785,642.511,730.964,38.0924,62.5079,69.269,93.2212,136.391,48.8982
ATP5J2,ATP5J2,296.725,320.642,228.866,390.877,326.547,313.677,269.67,302.245,339.689,121.116,121.92,124.166,126.014,152.79,117.341
GSTP1,GSTP1,1023.8,963.206,609.129,387.99,325.032,360.512,256.275,220.684,221.664,326.128,270.439,345.989,313.086,507.45,280.132
ATPIF1,ATPIF1,434.038,437.66,346.896,316.756,323.716,287.826,247.64,247.281,213.225,178.53,151.165,139.97,174.783,192.229,140.271
USMG5,USMG5,353.787,377.417,369.557,305.67,323.406,266.401,253.945,275.144,260.356,123.207,137.303,132.237,147.796,149.078,124.745
TFF3,TFF3,442.638,477.468,1764.15,310.834,322.12,244.226,570.689,562.459,377.499,230.865,282.294,91.9403,462.525,129.32,103.487
PTGR1,PTGR1,95.5428,107.996,74.5553,230.812,321.693,326.409,313.124,326.66,323.56,49.2583,38.5333,51.7972,71.2852,88.267,58.0027
ATP5C1,ATP5C1,170.377,184.042,178.03,240.836,320.676,217.07,218.04,246.677,279.857,114.934,131.755,153.147,134.361,164.255,142.301
SOD1,SOD1,133.676,141.228,130.002,393.709,319.817,332.581,208.361,258.972,270.779,81.9759,84.7738,75.4996,82.335,88.4987,87.8077
TAGLN2,TAGLN2,512.64,516.158,286.631,389.333,319.424,378.442,349.497,371.362,401.705,155.504,128.894,173.574,147.499,218.876,145.255
SNORA70,SNORA70,404.608,322.407,378.974,374.815,318.207,236.036,466.361,625.582,566.7,492.8,301.269,326.384,324.589,236.51,311.306
SSR4,SSR4,505.846,474.051,332.722,352.599,317.619,295.391,241.716,234.191,193.659,142.066,106.125,100.093,120.24,133.171,105.755
LGALS3BP,LGALS3BP,351.453,339.938,324.875,374.901,317.487,291.649,211.852,298.098,275.838,198.731,123.101,149.104,148.37,184.025,129.253
S100G,S100G,3.2717,5.59272,8.90225,276.972,317.461,87.5496,1.10251,0,0,1.02444,0.23094,8.78523,0.492412,11.1625,1.37076
HINT1,HINT1,575.86,577.514,636.292,278.17,315.638,305.33,301.258,373.634,313.489,363.974,329.076,236.612,516.862,290.762,328.523
PPIA,PPIA,485.858,486.915,328.713,262.735,313.289,294.846,256.912,266.937,287.966,203.333,184.934,173.32,182.624,186.726,165.595
PSME1,PSME1,87.5105,97.646,97.8003,282.569,312.898,270.413,279.567,280.201,296.266,150.62,111.725,148.202,121.073,232.4,160.297
ATP5G2,ATP5G2,275.939,248.497,311.209,296.264,312.514,288.566,219.28,238.06,234.828,276.046,233.098,217.628,242.888,313.759,249.908
HLA-E,HLA-E,69.6953,75.1642,131.571,312.978,312.085,324.931,415.872,320.296,360.813,115.945,76.0929,73.4156,66.079,116.423,81.2677
NDUFA13,NDUFA13,427.722,461.238,331.048,326.695,310.162,278.556,276.262,291.834,282.774,161.503,155.878,132.502,180.596,166.934,144.962
DBI,DBI,485.335,584.633,381.965,407.918,309.347,251.195,222.435,301.9,265.527,223.519,249.791,230.812,249.86,263.597,222.649
DHRS11,DHRS11,32.6536,35.8085,66.7298,266.071,309.266,335.451,173.166,234.75,191.067,119.704,65.7599,105.614,74.6313,162.695,88.5215
TMA7,TMA7,309.97,368.519,321.393,299.018,308.864,267.206,347.538,366.201,322.772,188.139,187.879,179.957,199.73,212.587,187.585
FOS,FOS,36.9521,34.9052,50.8987,83.0167,307.847,112.509,709.682,288.669,851.222,447.021,390.213,505.929,432.519,56.0808,158.102
GIP,GIP,0.114874,0.114387,0.336141,277.726,305.919,341.075,39.9667,0.288324,14.5879,0,0,31.0138,0,125.776,0.15587
CHCHD2,CHCHD2,194.127,213.355,216.204,268.374,303.877,258.956,255.639,283.895,252.803,211.603,197.173,189.054,224.61,226.186,217.321
OST4,OST4,445.481,426.564,446.435,275.107,302.017,293.365,303.925,342.045,331.653,194.678,206.498,202.126,221.648,258.91,202.062
EIF3K,EIF3K,154.924,168.506,153.236,232.134,300.862,245.111,175.66,209.002,210.144,115.108,110.746,147.903,128.33,175.462,130.057
ATP1B1,ATP1B1,405.957,401.218,658.495,352.625,298.211,224.713,235.506,299.037,390.969,90.8784,84.9026,81.7887,46.1234,117.375,76.8993
SCP2,SCP2,160.724,150.915,123.145,268.561,297.035,278.841,231.699,288.28,277.499,148.8,83.8121,115.599,88.1926,122.875,123.501
CDH17,CDH17,179.948,193.568,595.387,290.057,296.442,317.496,187.519,291.693,259.26,173.976,158.294,224.171,181.56,254.546,138.526
ANXA4,ANXA4,269.521,264.092,258.845,276.941,294.711,216.557,203.072,317.339,292.855,283.999,180.294,178.592,179.08,255.167,265.063
IL32,IL32,35.6235,38.0057,158.848,249.771,294.01,298.359,285.952,603.739,558.547,53.6362,37.409,121.028,52.2186,176.478,52.6438
ACTA2,ACTA2,130.591,145.07,26.078,211.363,293.778,159.391,405.96,252.263,382.829,49.8493,686.279,244.382,497.961,274.515,214.914
CALR,CALR,506.678,547.54,398.212,301.4,292.183,297.418,307.691,302.013,333.911,364.136,292.076,326.409,311.487,367.437,377.705
VIL1,VIL1,97.1312,109.01,111.8,237.584,291.715,290.454,242.496,334.4,257.722,238.327,128.07,202.286,173.382,226.315,222.155
CHP2,CHP2,1.46538,1.3407,18.6275,254.666,291.021,245.444,198.13,252.765,186.307,140.803,73.4932,96.5074,61.3502,142.967,96.1721
RHOA,RHOA,285.217,272.969,304.212,270.202,290.341,263.739,291.078,290.949,313.219,178.837,179.837,172.442,195.286,199.798,163.666
S100A10,S100A10,567.151,503.445,589.132,351.421,286.673,374.712,192.852,263.655,321.619,353.272,343.171,306.733,420.24,420.112,263.729
APLP2,APLP2,319.801,330.985,438.269,239.482,286.396,237.342,204.205,214.564,227.87,205.855,233.336,191.98,230.62,214.306,186.43
RPL22,RPL22,360.883,352.799,313.134,207.583,286.287,303.229,216.855,215.559,245.367,264.731,260.511,294.398,249.489,302.19,272.948
MLN,MLN,0,0,0.747106,269.781,283.767,158.769,10.1225,1.23278,1.34078,7.74564,2.98587,42.6549,1.68295,157.795,10.6128
MME,MME,1.18977,1.15078,6.56587,235.625,283.736,337.54,190.046,168.457,243.194,48.8092,9.50017,106.045,1.92118,135.748,33.4465
CLIC1,CLIC1,475.088,574.752,510.063,222.462,282.632,236.358,248.085,245.033,279.819,274.087,263.316,254.664,293.77,337.127,269.448
SST,SST,0.140969,0.20327,47.3088,580.069,282.3,166.844,130.976,178.755,80.1409,93.798,89.3193,96.4603,166.835,179.173,114.41
NDRG1,NDRG1,386.657,379.928,522.479,203.131,281.836,318.11,198.709,388.365,129.91,239.894,175.469,182.083,227.903,263.89,160.278
PRDX2,PRDX2,333.404,312.109,246.864,257.537,279.958,234.892,166.451,207.019,205.5,155.364,105.518,138.431,118.005,155.25,121.073
ITLN1,ITLN1,0.729382,0.94855,0.34843,292.144,279.3,179.611,131.042,167.008,1300.37,73.7716,100.224,128.234,188.687,106.689,44.6992
HSP90B1,HSP90B1,512.983,570.207,554.093,242.976,279.141,284.274,308.476,258.272,292.863,372.382,267.396,354.024,309.233,334.188,395.047
MEP1B,MEP1B,0.231778,0.27514,0.873217,206.927,278.769,276.191,298.688,495.872,388.16,0.218433,0.036598,0.128733,0.0351155,0.300585,0.125325
MT1X,MT1X,22.1207,17.1167,18.7557,28.5275,277.336,298.11,237.357,405.926,164.408,185.003,158.703,64.4567,199.361,53.6435,118.584
UGT2B17,UGT2B17,2.48577,2.61683,9.17328,394.548,275.782,293.528,372.527,535.872,573.711,413.689,0,32.3887,64.4701,96.9132,74.9928
ARF1,ARF1,238.006,229.635,255.556,288.187,275.493,263.863,262.315,276.079,272.022,222.52,185.363,188.789,189.961,248.671,178.815
RPS26,RPS26,347.407,295.379,245.945,257.573,275.139,584.003,658.251,765.781,633.675,225.712,114.762,520.376,350.243,142.449,124.797
MEP1A,MEP1A,57.1603,61.4912,158.688,289.704,274.92,365.223,399.482,751.218,446.703,371.485,225.475,365.38,251.342,462.436,283.363
CAPNS1,CAPNS1,175.277,177.333,153.932,258.818,274.113,248.521,222.084,253.726,255.096,170.997,151.962,140.424,130.755,172.503,119.982
VDAC1,VDAC1,264.197,283.214,260.803,229.965,273.831,197.806,145.221,164.686,156.223,95.5484,90.5448,133.933,77.6904,149.945,125.658
CHGA,CHGA,0.0941382,0.141859,44.4662,265.483,271.36,246.859,186.217,157.689,177.801,684.569,946.35,221.822,611.231,340.825,408.319
COX5A,COX5A,197.747,192.243,194.242,271.747,270.433,234.945,167.206,239.504,207.764,97.1068,104.803,85.2209,98.706,114.02,85.8144
YWHAZ,YWHAZ,332.888,312.396,381.371,267.048,269.868,281.419,316.472,310.882,376.754,196.835,231.064,207.084,232.314,248.65,213.315
TFF2,TFF2,6833.05,7125.53,1107.32,2786.09,269.823,0.360929,0.770178,0.58154,0,0.141834,0.191162,0,0.391292,0.086623,0
GABARAP,GABARAP,329.604,296.749,351.832,289.872,268.514,277.113,270.578,311.102,258.398,312.141,255.498,230.591,262.285,318.524,253.425
NDUFA3,NDUFA3,182.266,174.56,179.368,216.248,267.506,162.74,156.544,155.864,170.001,96.2361,109.833,89.517,100.482,150.687,90.405
EIF3E,EIF3E,301.555,306.11,329.898,168.504,267.42,241.932,199.68,225.927,209.248,347.855,337.19,423.88,313.413,453.248,410.798
HLA-DPA1,HLA-DPA1,0.954255,0.940606,0.161465,226.553,264.578,309.087,333.585,318.339,305.344,72.7571,41.338,64.7633,40.9965,108.727,87.0002
CPS1,CPS1,4.70485,4.81873,8.82731,172.644,264.264,152.783,116.004,123.148,119.587,306.276,67.9072,340.242,31.8297,308.98,307.187
MTRNR2L8,MTRNR2L8,693.679,699.854,1192.67,211.779,262.027,245.636,303.051,299.026,276.739,342.328,417.37,502.962,560.503,628.334,455.063
HADHA,HADHA,80.2473,82.208,90.6304,210.678,261.933,270.39,168.807,192.419,204.874,98.1759,81.3538,103.583,83.4503,121.199,100.284
CDHR2,CDHR2,10.7934,10.4166,46.6489,341.144,261.026,347.08,173.718,230.642,241.695,211.044,52.26,92.5233,51.3706,142.786,101.131
NCOA4,NCOA4,70.1316,76.2108,68.4628,226.649,260.252,214.655,143.354,141.015,127.099,68.6875,74.6309,88.2851,72.8526,98.9575,78.3311
TXNDC5,TXNDC5,78.9449,74.3453,68.3439,252.431,258.288,239.694,167.929,175.507,172.182,46.5105,41.5907,37.3308,44.4238,39.7253,44.947
RTN4,RTN4,199.751,206.328,303.785,230.858,257.244,260.974,361.657,344.681,299.843,156.862,139.445,137.13,156.468,148.688,142.857
CSRP1,CSRP1,61.7459,66.0557,58.2043,99.682,256.436,97.306,229.78,205.426,219.23,29.6695,158.43,73.7665,139.886,105.699,64.5028
RPL37,RPL37,497.85,514.588,468.304,201.295,255.889,284.995,216.422,219.745,223.948,317.569,295.285,376.567,307.344,485.805,333.337
NDUFS5,NDUFS5,309.822,330.323,285.21,225.467,255.165,172.725,191.001,215.301,225.391,103.736,130.224,90.2953,144.913,173.96,137.313
UBL5,UBL5,383.439,389.68,327.936,269.846,255.047,228.501,256.783,303.369,246.78,133.229,146.726,109,174.302,151.156,128.945
ATF4,ATF4,401.89,422.722,450.251,210.884,254.769,174.49,181.669,212.033,201.411,144.471,168.222,128.653,152.467,181.724,140.252
CTSZ,CTSZ,90.8907,95.5984,93.6253,302.145,254.617,315.93,227.736,265.086,295.496,48.4927,43.1167,43.6976,55.4265,55.9189,47.2471
FOLH1,FOLH1,0.014626,0.028182,0.149074,249.181,252.777,283.218,1.72556,2.54143,2.13528,156.589,53.4431,58.6961,6.46087,169.33,83.0817
EIF4A1,EIF4A1,282.155,308.119,223.388,195.27,252.652,168.507,199.885,185.861,247.035,247.535,215.791,286.51,231.695,322.623,283.33
UGT1A1,UGT1A1,3.86109,4.1913,8.62595,182.471,252.455,201.272,49.8895,32.4314,61.0792,0.186979,0,0.495946,0,0.42283,0
CD164,CD164,288.178,252.909,502.854,256.266,252.397,266.341,247.566,388.283,281.273,320.456,295.587,239.947,265.322,266.602,275.376
RNASE1,RNASE1,203.554,212.669,58.9361,167.439,252.352,169.539,349.693,198.706,254.18,48.0951,71.5316,53.2808,54.2336,53.2738,42.9754
SAT2,SAT2,85.3637,80.7505,109.421,206.92,251.904,236.036,115.945,181.289,154.133,154.616,68.4337,124.511,49.5182,194.1,108.051
HEBP1,HEBP1,81.2464,83.5913,71.784,243.874,251.818,231.371,125.547,197.645,122.028,145.549,32.979,105.934,31.5879,158.526,108.399
REEP6,REEP6,83.1455,75.8074,68.4706,248.4,251.312,345.692,162.752,206.459,161.681,227.463,69.6316,145.83,57.5181,196.692,133.506
KRT19,KRT19,1165.54,1046.9,1192.82,559.474,251.011,208.575,423.662,603.758,312.545,42.5685,206.414,19.1387,430.494,42.2777,41.2447
EIF4A2,EIF4A2,218.921,231.001,504.684,208.963,250.949,284.142,246.659,276.762,249.179,305.645,272.104,298.516,253.879,352.92,313.522
MTTP,MTTP,49.9679,52.2256,95.1604,196.206,250.435,280.447,219.042,176.95,352.091,189.968,22.4559,265.029,20.805,302.926,198.352
PFDN5,PFDN5,267.817,319.328,330.602,231.707,248.936,236.123,243.171,260.769,250.957,228.36,248.925,264.083,258.255,332.485,271.436
CTSE,CTSE,883.843,979.975,285.748,226,248.509,184.037,25.2379,9.49841,19.6993,6.52659,11.975,5.47024,5.20218,16.1621,5.28367
GAS5,GAS5,428.459,462.98,527.884,171.01,248.339,240.741,193.563,146.945,140.066,309.794,310.574,421.716,312.356,529.125,355.592
PPP1CC,PPP1CC,84.5118,83.5057,83.1224,167.044,248.324,214.317,153.157,153.214,134.121,87.1696,67.7329,94.6338,65.2311,124.82,90.5787
HSP90AB1,HSP90AB1,318.848,340.978,376.073,173.144,247.878,239.937,212.002,218.889,229.752,347.935,385.559,370.671,412.784,374.242,415.528
MYL12A,MYL12A,288.063,295.356,356.817,221.623,245.605,223.161,257.721,295.859,273.485,108.711,102.363,98.3903,103.981,111.598,100.235
SUCLG1,SUCLG1,77.7642,82.0605,81.9908,202.71,244.438,220.472,161.858,183.507,173.936,124.138,98.6307,134.961,102.908,131.314,124.715
GPX4,GPX4,277.676,249.781,311.384,220.669,243.003,232.393,152.638,198.902,183.251,176.469,86.1879,162.956,74.6974,207.154,103.126
RHOC,RHOC,319.362,326.599,468.354,276.069,242.548,275.763,181.916,272.14,255.576,167.681,136.905,133.202,157.146,203.918,132.041
