gene_id,gene_short_name,HIO_0,HIO_1,HIO_2,HuSI_Duo_A_0,HuSI_Duo_A_1,HuSI_Dist_A_0,HuSI_Dist_A_1,HuSI_Dist_A_2,HuSI_Dist_A_3,HuSI_F_0,HuSI_F_1,HuSI_F_2,HuSI_F_3,HuSI_F_4,HuSI_F_5
C5AR1,C5AR1,2.08058,2.17022,2.07268,3.06655,1.95599,2.50307,6.43567,2.47431,5.63201,1.11444,1.22688,1.32569,1.58111,1.84975,0.988533
AGAP5,AGAP5,1.56338,1.72193,1.94738,3.2517,1.95491,1.99379,2.92726,2.56606,3.4963,4.38887,0.96307,1.34283,1.18768,1.32691,1.48554
LOC100630918,LOC100630918,1.94289,1.74027,1.76538,2.59575,1.95458,4.9207,2.04303,2.08336,2.00993,1.66775,1.64785,1.31284,1.94597,1.40007,1.389
ENPP6,ENPP6,0.455569,0.326192,0.164324,1.58384,1.95454,1.93343,1.96153,3.18613,1.67122,2.31105,1.82923,1.3006,1.46096,1.77956,2.45603
GPR82,GPR82,1.07991,1.15202,1.33254,1.43364,1.9545,2.50744,4.58504,3.56666,1.59679,0.882599,1.32436,2.14709,1.37268,1.40306,2.37681
TNRC6C,TNRC6C,1.31803,1.48698,1.30052,1.77546,1.95295,2.0028,2.42962,2.38665,1.77328,2.23002,3.68151,3.0134,3.45646,2.87799,2.5795
SSTR5-AS1,SSTR5-AS1,0.631938,0.594786,0.898897,2.78421,1.95208,1.66443,0.493342,0.914823,0.390486,1.85142,1.42014,2.16492,1.81682,2.19309,3.11623
ADPRH,ADPRH,0.377947,0.421108,0.147444,1.67093,1.95075,3.02307,3.28551,2.73893,3.52787,1.4159,1.60941,1.67737,1.65479,1.40456,1.34718
RNF144B,RNF144B,0.256192,0.401889,1.12812,1.96059,1.95056,1.99254,5.6701,3.9411,1.79366,0.900673,0.898061,0.88606,1.43997,0.999282,1.16997
ZNF74,ZNF74,6.6403,5.60666,4.59259,2.39625,1.95032,1.97174,1.97223,1.66334,1.91748,4.72015,5.48301,5.45297,5.10581,4.40252,5.6726
LOC388152,LOC388152,5.31878,5.79329,3.84804,3.28121,1.9501,2.21206,2.90768,2.63604,3.95894,3.25244,1.98824,1.20506,2.43404,1.30985,1.74297
TNF,TNF,0.118497,0.137942,0.208471,2.33078,1.94992,0.566459,0.924573,0.285717,1.97093,0.293171,0.0917071,0.450587,0.301688,0.222622,0.39479
DUSP14,DUSP14,9.79214,10.4926,8.41403,3.50164,1.94818,2.61549,3.51817,3.44762,3.04446,3.01946,4.04883,3.95027,4.66935,3.24753,4.06831
ARVCF,ARVCF,5.00995,4.84082,9.9222,2.86154,1.94622,1.98745,3.53336,2.66942,2.58022,6.4256,9.07869,3.83935,8.71737,4.32714,4.48063
MAP3K14-AS1,MAP3K14-AS1,1.85333,1.90023,3.21187,3.43466,1.9445,6.26901,4.2742,4.03687,3.80505,1.94932,2.37957,2.26789,2.66729,1.59249,1.73543
LOC729737,LOC729737,13.6985,11.3736,11.1129,1.8872,1.94392,3.64882,1.47797,1.09918,1.58668,6.42169,1.01741,1.24727,2.21927,1.11526,1.06775
FLJ39051,FLJ39051,1.39273,1.11116,3.29639,1.33754,1.94334,1.2368,1.64042,0.530873,0.842589,0.647368,1.40408,1.48166,1.9759,1.19296,1.15394
MCM10,MCM10,1.80727,2.28859,0.807876,1.05962,1.94321,1.0298,0.981377,1.04933,1.43558,1.49423,1.86062,2.01221,2.44788,1.53924,2.42084
HIST1H2AG,HIST1H2AG,1.32288,0.88799,0.69586,1.49619,1.94279,1.94144,1.3795,0.520773,1.58673,3.1439,1.43576,2.04053,0.834913,4.21413,2.50298
P2RY2,P2RY2,1.21199,1.13694,3.01922,2.88235,1.94277,5.3648,7.02846,6.46992,5.08302,4.33658,2.05449,2.35366,2.02177,2.02734,3.31207
PRM1,PRM1,0.140384,0,0,2.65621,1.94223,0.777003,2.71348,2.30859,5.30075,0,0,0,0,0,0
ADAMTSL1,ADAMTSL1,0.565164,0.716195,0.370215,2.04105,1.94214,1.18691,3.19666,1.44188,1.43327,0.274311,4.48757,1.12972,4.13214,1.13226,0.850822
NOTCH4,NOTCH4,0.239506,0.151589,0.119796,4.05214,1.94208,2.32739,2.64611,2.35882,2.69545,1.58242,2.07299,3.47388,2.95831,2.60069,3.19513
METRN,METRN,15.5371,10.6104,18.0748,4.58635,1.93736,3.61829,4.09727,4.48187,1.2069,4.09599,5.96381,2.47494,9.59947,2.33392,3.5349
PIGZ,PIGZ,22.3522,21.0571,32.2699,2.80304,1.93624,1.90114,1.4721,11.288,1.89045,35.6594,14.2691,17.322,15.3408,30.0378,15.1241
CA8,CA8,1.41954,1.62121,0.213564,3.13449,1.93596,2.07045,1.77702,3.08761,3.96709,15.5271,7.54751,10.0701,11.3918,9.65583,22.0259
SIRPB1,SIRPB1,0.0814303,0.133144,0.217444,1.01842,1.93305,2.95967,2.26386,0.503687,0.77609,0.546513,0.665849,0.179756,0.480292,1.20661,2.13314
METTL8,METTL8,2.38514,2.44879,2.32423,1.30494,1.93259,1.79858,1.92979,1.73572,1.66716,3.0846,3.23265,3.7418,3.62838,2.84096,3.9981
KCNK3,KCNK3,0.403833,0.414722,0.406238,1.46552,1.93254,1.56258,2.42439,1.17223,0.725525,0.263084,5.00764,2.1329,5.46505,2.9175,1.74279
WNT10B,WNT10B,0.274428,0.267768,0.440648,0.703769,1.93019,3.46635,1.19085,2.05629,1.19622,0.158967,0.0890457,0.0974456,0.113918,0.0403502,0.146364
BCORL1,BCORL1,2.25677,2.31098,2.5196,2.80905,1.92955,3.25952,1.80805,1.69095,2.06359,7.68707,5.73105,7.76609,6.17702,6.77964,6.63267
NPHP4,NPHP4,2.22323,2.14965,1.71057,2.79516,1.92924,2.62362,2.61308,1.38002,2.24913,3.91619,2.28623,2.946,2.65753,2.47161,3.07651
TMEM61,TMEM61,0.360371,0.29218,3.6634,2.45152,1.92598,2.17271,3.93302,4.13758,2.22873,2.74534,2.04871,0.707991,3.36587,1.31924,2.00865
DNAH14,DNAH14,2.06487,1.57867,2.66504,1.50114,1.92583,0.474054,0.445666,0.947775,0.837299,3.20138,3.41852,3.65424,2.89453,4.11831,3.6592
FAM122C,FAM122C,2.32349,2.00562,1.89781,1.95519,1.92532,2.53158,2.58835,1.98987,2.78563,3.01524,3.42,3.37366,3.29451,3.15014,3.35081
GARNL3,GARNL3,1.72585,1.69774,1.71603,1.24425,1.92454,1.42137,2.86685,1.68312,2.3247,1.82277,8.55065,5.45961,8.85176,3.95624,4.33508
DNAJC28,DNAJC28,1.83969,2.00129,1.77038,2.34256,1.92408,1.47203,1.84993,2.24312,0.762081,1.41319,2.02993,2.03868,1.74548,1.50717,1.92325
LRRC73,LRRC73,0.748113,0.686703,0.768645,0.897119,1.9234,1.19344,0.283232,0.320883,0,0.284513,0.477314,0.271838,0.500302,0.246346,0.327124
ZBTB3,ZBTB3,1.38085,1.52774,1.54978,3.0839,1.92274,1.33582,1.50204,1.75219,1.20903,2.74066,2.67296,2.82935,3.53535,2.20008,2.52666
ZNF341,ZNF341,1.74418,1.77896,1.55462,2.1956,1.92212,1.44485,1.45309,1.11261,1.07584,1.45693,1.30122,1.07524,1.73602,1.33369,1.44284
EXOG,EXOG,3.29579,3.71583,3.72139,2.57292,1.92175,1.68964,2.70188,2.29215,2.22459,3.13076,5.60025,4.69726,4.97556,3.32609,5.16566
DNM1,DNM1,10.3824,9.49767,14.2552,2.40246,1.92162,2.39977,5.60339,4.62679,4.44812,18.4169,12.5838,8.49219,11.0584,7.38416,13.0315
ZNF215,ZNF215,1.96799,1.9049,2.04183,2.50012,1.92162,1.96268,1.23717,3.04436,1.01313,2.88408,1.82007,1.85909,1.25708,1.84682,3.81601
SLC25A27,SLC25A27,2.61163,2.56856,4.14528,2.86726,1.92147,2.02511,1.97935,3.2819,2.91641,10.1094,8.44889,6.9959,8.87965,4.90578,7.69356
TVP23C,TVP23C,5.62008,5.07507,4.18375,2.13069,1.92068,1.6531,1.95727,1.01754,1.68359,4.43306,3.5431,4.56954,3.12692,3.49908,4.19983
ZNF696,ZNF696,2.89571,2.7302,2.33467,2.60554,1.9206,2.43786,1.95802,1.94157,2.20639,4.05527,3.9734,3.72167,3.67339,3.49177,3.93301
ATP6AP1L,ATP6AP1L,2.23203,2.30292,3.99893,1.31248,1.92057,3.36691,1.38992,4.4606,2.7778,2.79289,2.39589,2.6599,3.73144,3.14688,5.9452
PPIEL,PPIEL,2.72866,2.84732,3.29088,1.95351,1.91951,2.70198,2.31738,1.14176,1.87774,4.5111,5.11121,4.57133,4.53161,3.19585,4.54797
C18orf56,C18orf56,6.44279,4.80214,4.5264,1.8746,1.91848,2.42577,1.59122,0.901233,1.68013,2.981,1.11255,2.11535,1.15403,1.8735,2.01822
TCEANC,TCEANC,0.555833,0.695284,1.0897,1.13005,1.9182,2.30583,1.54798,2.07299,1.30612,1.20987,1.70624,1.58324,1.83076,1.60868,1.70383
DISP2,DISP2,0.642902,0.648358,1.74298,2.69474,1.91795,2.01165,2.44648,1.54346,1.5747,3.87026,3.78696,1.54252,3.90953,1.23543,1.51019
SGK196,SGK196,0.576079,0.677955,1.11084,1.83819,1.91565,1.71792,1.57876,1.29196,1.08168,2.83636,5.4903,3.97132,5.06697,3.80608,4.37749
LOC100288846,LOC100288846,1.31052,0.928659,0.560542,2.20504,1.91444,2.5768,1.61549,0.976264,1.71988,1.99121,0.800656,1.48639,1.42975,1.96522,1.39371
NPR1,NPR1,0.174732,0.116491,0.0427904,1.7348,1.91422,1.62125,2.14416,2.42986,2.71271,1.25183,1.62282,2.18865,2.00175,2.13476,1.95744
ENPP1,ENPP1,1.07505,1.09319,3.05479,2.39644,1.91343,2.06686,1.3765,2.05459,1.38578,5.07945,3.11793,3.48287,2.48535,3.68007,3.86193
TDRKH,TDRKH,1.30414,1.40011,1.7972,2.98947,1.91337,2.29711,3.30751,2.21966,1.85897,1.4663,2.72676,1.52578,3.21145,1.51584,1.83612
BBS9,BBS9,1.69801,1.87543,2.47197,1.84097,1.91205,2.3812,3.10672,2.28401,3.24173,3.30743,4.0043,3.33489,3.16233,2.97393,3.72205
FILIP1,FILIP1,0.0498298,0.0590442,0.40871,1.15245,1.91035,1.28181,2.64759,1.71898,2.37509,0.527014,3.91128,2.67515,3.02126,2.59128,2.15852
TMEM241,TMEM241,2.01662,2.16245,2.96957,1.91809,1.91013,1.90114,1.6239,1.54181,1.4196,1.98677,2.73871,2.46511,2.99937,2.55412,2.78508
VMO1,VMO1,1.88811,1.67516,1.66981,3.59222,1.90933,10.4104,4.55281,4.83287,4.05664,0.934049,1.3068,1.07217,0.184793,1.632,1.40956
PSTK,PSTK,2.29063,2.12291,1.90556,1.41473,1.90852,1.3312,1.31648,1.39847,1.21898,1.88895,1.91181,2.62773,1.83847,1.90415,1.79265
LOC728175,LOC728175,0.236582,0.363635,0.712392,4.09978,1.90826,2.64449,1.62056,0.918151,2.27744,0.387948,0.39147,0.647999,0.368248,0.443477,0.488901
RSPO1,RSPO1,0.081471,0.0364577,0.0142834,0.452659,1.90675,0.558689,1.61314,1.39526,1.14835,0.0148022,0.33495,0.695031,0.372644,0.826237,0.978771
TCTN2,TCTN2,4.50504,4.52028,3.43614,2.78366,1.90597,2.71008,2.39635,1.74156,3.59792,3.85357,5.66851,4.94389,6.95406,4.37231,3.97039
TMEM212,TMEM212,5.0971,6.17074,7.76134,0.96596,1.90476,2.09745,2.05877,1.33306,1.72774,7.41767,19.9983,25.9275,21.379,19.7255,24.1967
LOC654433,LOC654433,0.683827,0.796786,0.646376,10.0901,1.90435,8.52472,23.2538,7.33596,10.6599,6.67062,12.0094,6.05118,17.5589,8.22298,9.14561
GPRASP2,GPRASP2,0.971109,1.68194,0.703583,0.660243,1.90399,0.819618,2.71638,0.248997,1.76994,2.39432,6.26552,2.35674,5.15429,1.70217,1.72296
SMPX,SMPX,0.481756,0.277628,55.5511,0,1.90301,0,1.21107,1.76394,3.56705,0.358402,0.86902,1.44091,0.94331,1.08312,1.11819
ZNF185,ZNF185,1.17302,1.25727,1.38474,1.6072,1.90061,1.3379,4.27458,2.33153,2.19618,0.8581,2.81596,2.35061,2.15868,1.86919,2.00035
ROR1,ROR1,3.01157,3.44724,1.71113,2.34743,1.89989,1.21792,1.83561,1.50875,2.24247,1.57386,5.54748,4.60152,4.40204,7.60237,4.23274
MSC,MSC,0.544541,0.359597,7.0754,3.58251,1.89963,1.52256,2.25711,1.50449,1.72657,0.81625,0.176755,0.585141,0.61185,0.730249,0.982641
FLJ35390,FLJ35390,0.565506,0.70285,1.01666,4.20887,1.89942,4.35432,4.08655,4.88209,2.59695,2.6739,4.74022,2.2186,3.23978,1.71595,2.22169
CEP85L,CEP85L,5.63318,5.66652,9.21972,1.71076,1.899,2.82505,2.94905,2.48514,1.88778,1.15599,2.61858,2.17757,2.23134,1.29146,2.09328
KDM5B-AS1,KDM5B-AS1,13.6201,12.3915,12.4643,3.04746,1.89833,0.392103,1.83219,0.890216,1.03855,1.72008,1.17267,0.811146,1.54593,1.26936,0.76718
PLXNB3,PLXNB3,1.15197,0.984125,1.07192,1.2735,1.89609,1.03857,3.42095,1.51812,1.46768,0.213492,3.19737,0.702932,2.75187,0.946285,0.721176
MC1R,MC1R,4.55947,4.23512,3.41294,1.92648,1.89595,1.17004,2.19695,1.81933,1.52473,2.74302,2.02478,1.69724,1.89164,1.53924,1.27724
KIAA1984,KIAA1984,40.0553,43.7111,46.1296,2.1891,1.89556,2.04604,2.0431,2.59284,2.01814,16.3089,24.6638,7.67169,22.5192,8.57704,6.04079
CKAP2L,CKAP2L,1.29186,1.70944,0.854812,1.53037,1.89527,1.31561,1.99143,1.80538,2.28108,2.40757,4.07141,3.69325,5.17649,2.74745,3.39943
ZNF235,ZNF235,2.23764,2.21319,1.97394,1.69765,1.89303,1.253,2.08833,1.9025,1.93688,2.67135,2.77676,3.21032,2.87495,2.71404,3.0693
CPM,CPM,3.59409,3.42001,4.50482,2.10705,1.89292,2.18949,3.4491,2.84082,2.99274,3.33927,6.82115,4.16926,7.64752,5.23983,4.54228
ZNF737,ZNF737,0.696087,0.676173,1.032,1.24168,1.89174,1.59103,2.00247,2.00042,1.93031,5.34007,3.64953,4.96508,3.14376,3.21354,5.18932
EXOC3L2,EXOC3L2,1.37395,1.62635,0.607246,7.06569,1.89168,2.4055,1.71273,2.21794,1.8127,1.42715,2.17528,3.00294,3.05955,2.36339,2.89245
TAF4B,TAF4B,1.13943,1.10889,1.03377,1.54861,1.89161,1.59816,1.4464,1.42666,1.53806,1.73444,1.91672,2.11477,1.93131,1.69577,2.7532
PAQR5,PAQR5,7.22324,6.05627,17.78,1.9252,1.89134,2.7914,3.59222,18.812,2.62463,2.94601,6.81382,1.48275,8.64417,1.34636,2.90626
VSTM2A,VSTM2A,0,0.0267924,0,1.25088,1.8912,0.489161,0.230372,0,1.13029,0.0883411,5.35901,0.779342,7.49367,1.57321,0.707221
PRORSD1P,PRORSD1P,1.39448,1.36826,1.10135,1.34338,1.89095,2.93466,1.5143,2.35942,2.34583,1.79295,2.90784,2.2575,2.94822,2.15128,2.89918
CX3CR1,CX3CR1,0.0324399,0.0498986,0.0234579,1.10531,1.88999,1.50182,1.09503,0.811355,0.419301,1.89859,1.48732,2.34594,2.8673,1.09068,2.12819
C1orf95,C1orf95,0.40457,0.397987,1.79404,1.19991,1.88991,1.67802,3.17431,1.44998,2.4717,0.620157,4.75209,2.93868,4.99713,3.05584,3.40955
ATAD5,ATAD5,1.20488,1.06085,1.05513,0.826599,1.8863,1.21473,1.53067,1.20971,1.38461,2.24337,2.37023,2.8515,2.57867,1.71529,2.62528
FAM86DP,FAM86DP,2.09953,2.2287,3.70018,1.52979,1.88572,2.20749,1.22555,1.14725,3.30824,3.09823,1.89275,2.2127,2.13215,0.986712,2.19107
BAMBI,BAMBI,28.1178,29.1018,15.5795,2.17737,1.88528,2.09083,1.21927,2.85522,1.20447,27.6357,23.0126,26.9377,36.01,30.8529,20.4411
USP32P1,USP32P1,0.908702,0.87808,0.285682,4.96113,1.88356,2.05256,2.70635,2.54332,2.88037,0.697104,2.8637,0.897016,4.84477,1.8614,3.7725
PINLYP,PINLYP,5.91788,3.12317,5.51336,2.30787,1.88293,4.24302,5.29266,3.63321,4.59271,8.40821,6.7723,5.3411,7.46918,7.8506,7.43184
PCED1B,PCED1B,7.0684,6.55332,7.81238,1.87385,1.88197,1.93262,2.17047,1.71417,1.79228,2.26201,1.29812,2.30321,1.26531,2.33426,2.35668
ZNF613,ZNF613,1.73019,1.69711,1.61182,1.47144,1.87954,1.57627,2.18561,1.75974,2.87759,2.57964,3.71899,3.13382,4.45833,2.927,3.38167
ZNF222,ZNF222,2.08453,2.62613,2.99263,1.40565,1.87937,1.43923,2.06676,2.22921,2.00518,2.61876,2.67524,2.40607,2.39944,2.43075,2.23785
VEGFC,VEGFC,0.905915,0.742053,0.581498,3.23144,1.87786,2.18171,3.41272,2.23103,3.08913,2.13309,1.39816,4.38766,1.68349,2.9116,3.28106
CCDC163P,CCDC163P,0.804134,0.859322,1.19049,2.83654,1.87606,1.91664,1.43994,3.19076,0.954024,1.08212,2.83502,1.68323,1.68966,1.79605,1.79137
B4GALNT2,B4GALNT2,0.139877,0.271392,0.212667,0.217855,1.87541,5.04098,18.7254,11.3746,1.80901,1.86015,3.39435,0.73314,1.1469,2.2362,1.17001
HOXB5,HOXB5,17.2117,13.8213,14.6448,2.3398,1.87325,2.55384,2.97612,9.25218,2.82971,6.96337,46.0085,13.1369,44.3278,9.81652,12.9305
TSPAN5,TSPAN5,9.91591,9.71304,4.3108,1.40399,1.87271,2.07746,2.75517,2.68859,3.71735,2.46866,8.53937,3.58766,7.92691,3.14707,3.03586
GPX8,GPX8,21.5185,22.8051,13.4224,2.5851,1.87117,1.41856,3.95858,2.14548,2.83167,3.96038,9.16344,8.11072,9.2323,4.98404,7.15106
ADAMTS8,ADAMTS8,1.04698,0.938502,0.384137,1.64348,1.87084,0.471233,2.01189,0.679981,1.23159,0.508374,3.93592,1.05458,2.60324,1.19365,1.1378
PNPLA7,PNPLA7,2.05738,2.08778,2.6864,3.86602,1.86932,2.54591,2.64694,3.56951,2.46583,4.2917,4.28722,1.05497,3.39378,1.19164,3.09978
RNF112,RNF112,0.91013,1.03518,1.13793,1.61744,1.8689,1.16305,3.0725,2.56554,2.46609,0.580619,2.87579,1.12645,2.692,1.06187,1.67696
UTS2,UTS2,0,0,0,0,1.8669,0,1.80899,0.819399,0.359287,0.195476,0.804574,0,0.0671351,0.151912,0.07188
NPPA-AS1,NPPA-AS1,5.56742,4.86541,1.46235,3.36892,1.86652,1.65182,1.44201,2.5476,0.357118,0.865671,1.33992,1.67784,1.08907,1.26765,2.76636
VNN2,VNN2,0.708004,0.883866,0.543189,3.24639,1.86486,3.59581,2.53042,2.03088,3.26453,0.481144,1.56335,0.570832,1.79876,0.254769,0.78628
KCNK17,KCNK17,0.144986,0.0212972,0.125178,3.20671,1.864,1.71044,1.82016,0.103117,1.00947,0.941839,0.369394,1.31297,0.195552,1.00317,1.27331
CENPE,CENPE,6.78355,8.34203,1.50326,0.902262,1.86136,0.822161,2.03629,1.42391,1.78916,2.04473,3.25309,4.15317,3.49845,2.42479,3.61373
UST,UST,2.56571,2.21518,0.83811,1.77003,1.85863,1.66108,3.43525,2.47436,2.94225,0.848341,2.21549,2.25383,2.16847,1.59668,2.46684
FGF2,FGF2,1.01418,0.922005,0.783013,1.54045,1.85812,1.5053,2.83075,1.63547,3.44696,0.592919,2.02569,1.45949,1.31829,0.964481,1.50797
NKD1,NKD1,0.56505,0.657165,1.09266,1.02674,1.85786,1.10024,2.15396,1.16395,1.92795,1.0325,2.40888,2.37714,1.87571,1.99726,1.40921
NBPF3,NBPF3,5.66283,5.93253,6.82311,2.38229,1.85763,2.25211,4.87578,2.89723,3.56037,6.05543,5.66413,6.60144,8.72991,4.72721,5.91783
SOX12,SOX12,15.0405,12.9889,8.90365,1.64155,1.85761,3.09656,2.35249,1.17799,1.36572,6.57546,8.79855,7.0603,9.62205,5.51349,7.47304
B3GAT2,B3GAT2,5.6035,3.94126,4.217,3.39919,1.85485,2.13305,1.00257,2.75897,1.94917,2.21624,3.31511,3.62433,4.12647,3.48908,3.19087
TMEM17,TMEM17,3.98535,3.6044,3.02911,1.07859,1.85485,0.847205,1.1458,0.64917,2.12637,2.25653,2.11674,2.18861,2.49308,1.80164,1.67214
KIAA0895,KIAA0895,2.66392,2.58456,2.30766,1.48068,1.85424,1.20702,0.3871,0.378099,1.02156,1.63523,2.94827,2.10391,3.23283,2.1169,1.96272
SHANK3,SHANK3,1.47121,1.3836,0.974815,5.97514,1.85394,3.7978,3.19353,2.07097,2.35186,14.0031,6.87901,12.5634,7.21185,8.84555,9.37619
CA3,CA3,2.63727,2.96056,11.6514,1.71436,1.85146,2.74657,2.47492,2.4425,2.16947,5.7324,5.74317,4.71322,4.71762,3.95167,5.05105
LOC100128420,LOC100128420,0,0,0,1.24456,1.84968,1.57027,2.72763,0.906931,2.39059,0.389238,0.0850526,0.450963,0.202884,0.494052,0.488768
GAL,GAL,9.95075,8.9916,1.12817,0.405353,1.84838,0.357515,1.56175,3.79072,2.14379,2.69429,30.9358,8.90758,30.3151,12.378,8.21772
FAM167B,FAM167B,2.12863,1.31082,1.81272,4.49165,1.84673,1.18276,2.68744,1.33197,2.03908,1.68742,2.22721,1.52082,2.35806,2.26209,1.36756
KIAA1462,KIAA1462,2.74341,2.81039,0.632978,1.25917,1.84665,1.26189,1.69489,1.57295,1.88759,1.39623,7.61099,4.12752,6.60884,5.22997,3.29397
GZMK,GZMK,0.111876,0.13789,0,2.34073,1.84618,3.73682,10.6139,3.72593,8.19612,0.364801,0.0686886,0.393738,0.087875,2.56786,0.533153
TBC1D19,TBC1D19,1.54446,0.784196,1.96306,2.43817,1.84547,1.55412,1.90917,1.74467,1.45058,2.90991,4.75169,4.0766,3.57076,3.80745,3.67762
PDE1B,PDE1B,0.489348,0.401872,0.484191,2.80063,1.84497,2.40424,4.88592,2.34045,4.06248,0.802006,3.69408,2.41152,2.36852,3.0172,2.19786
CXXC4,CXXC4,2.17055,2.09262,3.78476,2.54365,1.84452,3.20491,2.28701,2.5918,1.6408,8.41574,6.97691,7.91673,5.73469,6.69627,8.65696
OXT,OXT,0.117672,0.282531,0.332102,0,1.84279,1.36317,1.31091,0.989695,0,4.08623,0.373867,2.72757,0.797161,3.81181,2.21911
ZNF135,ZNF135,1.37991,1.48856,1.55179,1.82456,1.84167,0.692825,2.59473,2.15944,2.61493,4.52024,5.20549,7.37295,5.58722,4.47986,5.7093
WDHD1,WDHD1,1.88806,2.11685,1.14581,1.45261,1.84144,1.37763,1.52352,1.34814,2.11273,3.27581,2.9422,3.41535,3.87272,2.40702,3.67635
KRBOX1,KRBOX1,0.0593855,0,0.139981,2.64098,1.84137,3.16846,2.92324,2.10688,3.1659,4.64386,4.30378,2.71599,5.05131,4.65189,5.02974
COL13A1,COL13A1,2.15275,2.46388,1.52986,2.37161,1.83817,2.35412,3.48891,2.23973,3.07455,2.40944,5.14527,3.64395,5.52596,3.34556,5.35027
ZNF284,ZNF284,1.18491,1.67784,1.29215,1.2507,1.83794,1.35627,1.04272,1.39008,2.05309,2.75554,2.45294,2.94751,2.62124,2.90958,2.71427
SYDE2,SYDE2,1.40231,1.36335,1.26239,2.01905,1.83556,2.38063,2.02729,2.7263,1.24841,3.05652,5.60134,3.45855,4.47802,3.21879,3.95635
PDE4C,PDE4C,3.25737,3.69069,9.89398,1.85126,1.83451,1.60695,0.72306,1.55896,1.3889,0.377163,2.94099,1.4897,2.73723,1.51959,1.86482
GPR75-ASB3,GPR75-ASB3,0,0.114309,0.975788,0.668901,1.83384,0,1.36897,0,0.0457089,0.0987551,2.50942,3.03137,1.75192,2.92951,1.56826
IZUMO4,IZUMO4,6.13634,5.8012,3.02545,2.46467,1.83381,2.37422,1.91967,2.28651,1.01274,0.991967,1.37382,1.48465,1.43084,0.806675,1.13825
FAM81A,FAM81A,0.135553,0.124322,0.0730672,0.713771,1.83144,0.85861,0.449108,0.593766,0.932386,1.55192,0.478536,0.443326,0.385461,0.622423,2.03115
MAP1B,MAP1B,1.67921,1.90759,1.44953,2.06849,1.83016,1.01194,3.60536,2.49828,4.38647,1.9803,35.697,16.4167,36.6916,11.7068,10.5937
SP4,SP4,1.32857,1.25341,1.01063,1.74855,1.82982,2.63492,2.60883,2.11884,2.03744,2.81544,3.16399,2.5594,2.35899,2.19042,3.09224
SERPINI1,SERPINI1,1.98718,2.28367,1.29982,2.61734,1.82883,2.92102,4.58907,3.61406,4.9724,2.29921,2.26833,2.8657,1.60064,1.74833,2.82307
PDZD4,PDZD4,5.22767,5.03403,1.93394,2.0155,1.827,2.05369,4.44682,2.22667,2.27713,1.19975,8.14709,2.98834,8.08182,2.7022,3.11061
CNTNAP1,CNTNAP1,2.98745,2.97016,1.58341,2.3199,1.82549,2.14835,3.08318,2.07542,2.49046,1.15161,4.52231,2.29728,3.94786,1.86862,2.17383
HBA2,HBA2,0,0,0,7.45177,1.82548,3.9952,3.276,13.3556,8.10058,42.9978,51.5119,78.283,90.2989,36.2074,41.1534
GNA14,GNA14,0.739764,0.709751,0.804482,1.55903,1.8253,1.5133,3.21836,2.85681,2.2644,1.00022,3.63328,0.922511,2.40496,0.697136,1.09694
ZNF597,ZNF597,1.26582,1.4041,1.69388,1.79434,1.82479,1.86466,2.51819,1.78337,2.33335,2.73422,2.41986,3.34137,2.65578,3.20055,2.75935
KLHL26,KLHL26,2.08575,2.17537,2.37022,3.15369,1.8238,1.94162,2.55665,2.37478,2.19078,3.35244,3.05289,2.21072,3.40686,2.94943,2.42573
IRGQ,IRGQ,4.76573,4.70065,5.37091,3.23052,1.82304,1.86812,2.21425,2.03073,1.98674,3.88153,4.89002,4.70322,5.09008,4.26074,4.25455
ITGB1BP2,ITGB1BP2,0.86566,0.759186,7.73442,0.165293,1.82301,0,1.45282,1.09733,1.18662,0.736976,2.26069,1.16875,1.98391,0.804423,1.35634
STOX1,STOX1,1.10745,1.57491,1.28877,1.06303,1.82241,1.07127,2.84692,1.52514,2.02575,4.16753,4.13791,3.94278,2.62591,2.8428,3.86669
ZBTB16,ZBTB16,0.20901,0.210617,0,0.633796,1.82129,1.2169,5.51829,1.22256,3.59747,0.898913,0.630669,1.45168,1.01157,1.56739,0.933231
FAM184A,FAM184A,0.480408,0.638699,1.13252,1.20575,1.8212,2.81014,1.1097,1.0902,1.35085,4.13512,3.68052,3.18629,3.42083,5.34148,5.32892
RASGRP4,RASGRP4,0.424159,0.521167,0.710076,2.03402,1.81998,2.34987,3.75542,2.75819,2.17288,0.702652,0.858625,0.93711,1.35192,0.892358,1.26818
PYCRL,PYCRL,6.00908,5.70571,3.64948,2.78589,1.81975,2.1578,2.42708,1.9084,1.41567,2.91022,2.75097,3.26511,3.94809,2.19828,3.78947
IBA57,IBA57,2.14199,2.01755,1.5707,1.98321,1.8194,1.93781,2.17697,1.55537,1.81568,2.76134,3.15885,3.62249,3.93223,2.64769,2.87196
GPR133,GPR133,2.87281,2.70255,1.15756,1.04705,1.81845,1.56824,4.06498,2.29004,3.34598,26.9397,2.75153,24.424,2.93897,22.583,16.1619
LOC100507424,LOC100507424,1.99846,2.11097,1.97496,1.77167,1.81816,2.43951,0.75464,1.28228,0.912469,1.72107,1.74448,2.10129,1.79272,1.55507,1.99777
PRR3,PRR3,4.38667,4.70245,4.09955,3.53715,1.81668,2.65627,3.72176,3.35508,2.92582,3.96365,4.72505,4.79047,4.61456,3.86599,4.14142
